AAE,220,ALG,210,,0,738 ATR 736
AAE,220,CDG,1382,,0,738
AAE,220,IST,1701,,0,738
AAE,220,LYS,1335,,0,738
AAE,220,MRS,1353,,0,319
AAE,220,MRS,1353,,0,738
AAE,220,ORN,231,,0,ATR
AAE,220,ORY,1386,,0,319
AAE,220,ORY,1386,,0,736
AAL,628,AAR,607,Y,0,FRJ
AAL,628,AGP,1230,,0,73H
AAL,628,ALC,1212,,0,73H
AAL,628,AMS,580,Y,0,E90
AAL,628,AMS,580,Y,0,EMJ F70
AAL,628,ARN,737,,0,S20
AAL,628,BCN,1218,,0,320
AAL,628,BCN,1218,Y,0,320
AAL,628,BLL,608,,0,319
AAL,628,BLL,608,,0,319
AAL,628,BLL,608,,0,SF3
AAL,628,CPH,609,,0,320 319 CR2 CR9 321
AAL,628,CPH,609,,0,73H AT7
AAL,628,IST,1701,,0,319 738
AAL,628,LGW,502,,0,73H
AAL,628,OSL,644,,0,73H 73G
AAL,628,OSL,644,,0,SWM
AAL,628,OSL,644,Y,0,J31 FRJ
AAL,628,PMI,3998,,0,73H
AAL,628,SVG,666,,0,SF3
AAN,5937,CCJ,3137,,0,738
AAN,5937,PEW,2219,,0,734
AAQ,4353,DME,4029,,0,320
AAQ,4353,LED,2948,,0,320 319
AAQ,4353,SVO,2985,,0,320 319
AAR,607,AAL,628,Y,0,FRJ
AAR,607,AGP,1230,,0,738
AAR,607,BMA,738,Y,0,FRJ
AAR,607,CPH,609,,0,AT7 320 CR2
AAR,607,GOT,687,Y,0,FRJ
AAR,607,OSL,644,Y,0,FRJ
AAR,607,PMI,3998,,0,738
AAR,607,STN,548,,0,738
AAT,6946,URC,3399,,0,73G E90
AAT,6946,URC,3399,,0,E90
AAX,7395,POJ,8237,,0,AT4
AAY,3979,SAH,3980,,0,CR7
ABA,2955,DME,4029,,0,320
ABA,2955,IKT,2937,,0,AN4
ABA,2955,NSK,4352,,0,738
ABA,2955,SVO,2985,,0,320
ABB,N,ABV,260,,0,73G
ABB,N,LOS,273,,0,73G
ABD,2097,MHD,4331,,0,100 M82
ABD,2097,MHD,4331,,0,M82
ABD,2097,SYZ,2157,,0,100
ABD,2097,THR,2131,,0,100
ABD,2097,THR,2131,,0,M82
ABD,2097,THR,2131,,0,M82 100
ABE,4355,ATL,3682,,0,717
ABE,4355,ATL,3682,Y,0,CRJ
ABE,4355,ATL,3682,Y,0,CRJ
ABE,4355,CLT,3876,Y,0,CR9 CR7 CRJ
ABE,4355,CLT,3876,Y,0,CR9 CR7 CRJ
ABE,4355,DTW,3645,Y,0,CRJ
ABE,4355,MYR,3515,,0,M80
ABE,4355,ORD,3830,Y,0,ER4 ERJ
ABE,4355,PGD,7056,,0,M80
ABE,4355,PHL,3752,,0,DH3
ABE,4355,PHL,3752,Y,0,CRJ DH8
ABE,4355,PIE,3617,,0,M80 320
ABE,4355,SFB,4167,,0,320 M80
ABI,3718,DFW,3670,,0,ERD ER4
ABI,3718,DFW,3670,Y,0,ERD ER4 CRJ
ABJ,253,ACC,248,,0,143
ABJ,253,ACC,248,,0,332
ABJ,253,ACC,248,,0,332
ABJ,253,ACC,248,,0,738
ABJ,253,ACC,248,,0,77W
ABJ,253,ACC,248,,0,E70 319
ABJ,253,ACC,248,,0,M82
ABJ,253,ALG,210,,0,738
ABJ,253,BKO,1044,,0,319
ABJ,253,BKO,1044,,0,73G
ABJ,253,BOY,247,,0,CRJ
ABJ,253,BRU,302,,0,332 333
ABJ,253,BRU,302,,1,333
ABJ,253,BRU,302,Y,0,332
ABJ,253,BRU,302,Y,0,332
ABJ,253,CDG,1382,,0,772
ABJ,253,CDG,1382,Y,0,772
ABJ,253,CKY,4162,,0,DH8
ABJ,253,CKY,4162,,0,E70
ABJ,253,CMN,1074,,0,738 73G
ABJ,253,COO,245,,0,320
ABJ,253,COO,245,,0,73G
ABJ,253,COO,245,,0,73W 752
ABJ,253,DKR,1084,,0,319
ABJ,253,DKR,1084,,0,320
ABJ,253,DKR,1084,,0,73W 738
ABJ,253,DLA,897,,0,319
ABJ,253,FNA,1059,,0,M82
ABJ,253,IST,1701,,0,739
ABJ,253,LBV,970,,0,319
ABJ,253,LFW,298,,0,333
ABJ,253,LFW,298,,0,DH8
ABJ,253,LFW,298,,0,E70 319
ABJ,253,LFW,298,Y,0,333
ABJ,253,LFW,298,Y,0,333
ABJ,253,LOS,273,,0,332
ABJ,253,LOS,273,,0,737
ABJ,253,LOS,273,,0,CR9
ABJ,253,LOS,273,Y,0,DH8
ABJ,253,NBO,4059,,0,73W 738
ABJ,253,ORY,1386,,0,333
ABJ,253,OUA,246,,0,333
ABJ,253,OUA,246,,0,752
ABJ,253,OUA,246,,0,E70
ABJ,253,OUA,246,,0,E70 CRJ M87
ABJ,253,OUA,246,Y,0,332
ABJ,253,OUA,246,Y,0,333
ABJ,253,OUA,246,Y,0,333
ABJ,253,ROB,1063,,0,M82
ABJ,253,TUN,287,,0,320
ABL,7177,OTZ,3693,,0,CNC
ABL,7177,OTZ,3693,Y,0,CNC
ABL,7177,SHG,7117,,0,CNC
ABL,7177,SHG,7117,Y,0,CNC
ABM,3318,CNS,3322,,0,DH1
ABQ,4019,ATL,3682,,0,757 320
ABQ,4019,ATL,3682,Y,0,757
ABQ,4019,ATL,3682,Y,0,757 320
ABQ,4019,ATL,3682,Y,0,757 320
ABQ,4019,ATL,3682,Y,0,757 320
ABQ,4019,BWI,3849,,0,73W
ABQ,4019,CNM,3597,,0,CNC
ABQ,4019,DAL,3502,,0,73W 73C 733 735
ABQ,4019,DEN,3751,,0,73W 73C
ABQ,4019,DEN,3751,Y,0,73W
ABQ,4019,DEN,3751,Y,0,CR7 DH4 CRJ E70
ABQ,4019,DFW,3670,,0,M83 M80
ABQ,4019,DFW,3670,,0,M83 M80
ABQ,4019,HOU,3566,,0,73W 735 73C
ABQ,4019,IAH,3550,,0,320 738
ABQ,4019,JFK,3797,,0,320
ABQ,4019,LAM,7584,,0,CNC
ABQ,4019,LAS,3877,,0,73C 73W 733
ABQ,4019,LAS,3877,Y,0,73W
ABQ,4019,LAX,3484,,0,73C 73W
ABQ,4019,LAX,3484,Y,0,CR7 CRJ
ABQ,4019,LAX,3484,Y,0,CR7 CRJ
ABQ,4019,LAX,3484,Y,0,CR7 CRJ
ABQ,4019,LAX,3484,Y,0,CRJ
ABQ,4019,MCI,3458,,0,73W 73C
ABQ,4019,MCI,3458,Y,0,73W
ABQ,4019,MDW,3747,,0,73W
ABQ,4019,MDW,3747,Y,0,73W
ABQ,4019,MSP,3858,,0,320
ABQ,4019,OAK,3453,,0,73W 733 73C
ABQ,4019,ORD,3830,,0,E75
ABQ,4019,ORD,3830,Y,0,CR7 E70
ABQ,4019,ORD,3830,Y,0,E75
ABQ,4019,PDX,3720,,0,73W
